Sentence	label
Namana Kudlada rakshith shetty innu orsbeku rashmikage Thu avla Janmake	Hope
Dislike madiroru rashmika kade avre erbeku!	Not-Hope
Hela Kannada people please go and watch the movieee avana Sri man Narayana Kannada cinema nodi 🤗Kannada jai Karnataka mathee	Not-Hope
supper guruve liricys	Not-Hope
ನಮ್ಮ ಚಂದನವನದ ಚಲನಚಿತ್ರಗಳು ತುಂಬಾ ವಿಭಿನ್ನವಾಗಿ ವಿಶಿಷ್ಟವಾಗಿ ಸುಂದರವಾಗಿ ಮೂಡಿ ಬರುತ್ತವೆ ಇದು ನಮ್ಮ ಹೆಮ್ಮೆಯ ಕನ್ನಡದ ಸಿನಿಮಾಗಳು ಯಾವ ಪರ ಬಾಷೆ ಚಲನಚಿತ್ರಗಳಿಗೂ ನಮ್ಮ ಕನ್ನಡ ಸಿನಿಮಮಾಗಳು ಕಮ್ಮಿ ಇಲ್ಲ ಕನ್ನಡವೇ ಸತ್ಯ ಕನ್ನಡವೇ ನಿತ್ಯ	Hope
Stand Up for  Hands Up Song	Hope
ಈ ಮೂವಿಯನ್ನು first day ನೋಡುವವರು ಲೈಕ್ ಮಾಡಿ	Not-Hope
Kannada film industry ge mattondu gari	Hope
super guru  D BOSS	Not-Hope
Sir really talent  andre nimde nimmantavaru beku nam deshakke	Hope
Music ultimate guru estu saari keldru kelbeku ansuthe	Not-Hope
Hands up !!!	Hope
ತೋಗರಿ ತಿಪ್ಪ‌  ಜಾನಪದ ಹಸ್ಯ ಕಥೆ	Not-Hope
ಸೂಪರ್ ಬಗ್ರೌಂಡ್ music	Hope
#ಕನ್ನಡಿಗರು ಲೈಕ್ ಮಾಡಿ ಪ್ಲೀಸ್	Not-Hope
ನಮ್ಮ ಜನರನ್ನು ಕೇವಲ ಸುಳ್ಳಿನ ಭ್ರಮಾಲೋಕದಲ್ಲೇ ಸುತ್ತಿಸುವ ನಮ್ಮ ಕನ್ನಡದ ಮಾಧ್ಯಮದೊಳಗೆ ಸತ್ಯದ ಕಹಿಯನ್ನು ನೇರವಾಗಿ ತಿಳಿಸಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು ಅಮರ್ ರವರೇ.	Not-Hope
Togari. Tippa. Super	Not-Hope
Very good song	Hope
@Shrthi Shrthi huiuu	Not-Hope
Pakka Anna Nivu helidu pakka nija	Not-Hope
Tumba satyavada mathu kanri. Sakath bejar aguthe. Nav yargu mosa anyaya madilla.. Adru inu olleyade agtilla bega.. Eladralu struggle agtide	Not-Hope
ಕುಮಾರವ್ಯಾಸ ಅಂದರೆ ಗದುಗಿನ ನಾರಣಪ್ಪ ನವರ ಬಗ್ಗೆ ಅಭ್ಯಾಸ ಮಾಡಿ	Not-Hope
Howdu tumba reveal mad bitru	Not-Hope
Music superaagi kottidiya guru	Not-Hope
@Ashwini CP pls movie nodi. Ondu olle movie na mis madkolbedi.	Not-Hope
Good job.....	Hope
ನೀನು ಒಳ್ಳೆಯದೇ ಮಾತನಾಡಿದಿಯಾ ಗುರು ನಿನ್ನಗೆ ಧನ್ಯವಾದ ಗುರು	Hope
ಯಾಕ್ರೀ ಟ್ರೇಲರ್ ನೋಡಿಲ್ಲ ಆಗ್ಲೇ dislike...........	Not-Hope
Idonde voledagiradu 2020 li	Not-Hope
@Praveen Kumar jaathi naayi banthu helu	Not-Hope
@akshay kumar Guru nan movie na first week theater nalli nodde I liked movie and referred my friends to see movie ಯಾರು ನೋಡಲಿಲ್ಲ ಅಂಥ ಅಂದ್ರೆ ನಾನ್ ನೋಡಿಲ್ಲ ಪ್ರೋತ್ಸಾಹ ಕೊಟಿಲ್ಲ ಅಂಥ ಅಲ್ಲ ದಯವಿಟ್ಟು ನೋಡ್ಕೊಂಡ್ ಮಾತಾಡಿ ನಮ್ಗೂ mathadokke ಬರುತೆ	Not-Hope
slum dialogue pogaru	Hope
Godiyaga isfet adatida	Not-Hope
Super togari tippa story	Hope
Super Ann nanagu. Tik tok.banna  agude bekagitu	Not-Hope
ತೊಗರಿ ತಿಪ್ಪ ಭಾಗ 2 ಅಪ್ಪ್ಲೊಡ ಮಾಡಿರಿ	Not-Hope
ನಾವು ಕೇವಲ ಕನಸು ಮಾತ್ರ ಕಾಣುತ ಇದೇವೆ ಒಂದು ವೇಳೆ ಉತ್ಪಾದನೆ ಮಾಡಿದರು ಕೂಡ ಅದನ್ನು ಎಕ್ಸ್ಪೋರ್ಟ್ ಮಾಡಲು ಧೋಡ್ಡ ಗಾತ್ರದ ಹಡಗು ನಿಲ್ಲಿಸಲು ಬಂದರು ಕೂಡ ಇಲ್ಲ ಅದಕ್ಕೂ ನಾವು ದುಬೈ ಅವಲಂಬಿತ ರಗಿದೇವೆ. ತುಂಬಾ ಕೆಲಸಗಳು ಬಾಕಿ ಇದೆ	Not-Hope
Super agi helidiya guru	Not-Hope
@Manjunath v ನಾನು ಅಷ್ಟೇ ಯಶ್ ಫ್ಯಾನ್	Not-Hope
ಚೀನಾ ಒಂದು ವಿಷಯಕ್ಕೆ ಇಷ್ಟ ಆಗುತ್ತೆ nಏನೆಂದರೆ	Not-Hope
Nannu nimma fan sir	Not-Hope
@Nandi Parthasarathi ಉಮ್ಮ್ ನಿನ್ ತುಲ್ಲುಗೆ ನನ್ ರಸ	Not-Hope
Film re realise madi	Hope
Yelli eddru guru e music director super music ultimate music	Hope
ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ	Hope
Superb guru god bless	Hope
Please re- release madi movie..nodade eiroru tumba jana eidare .. wait madtidare theater alli nodoke.	Hope
Nisha preety avalna avlu dodda buddivanthe deshada Asti avlu eval video Ella Andre Jana sathogtare antha avalge fallowers bekanthe instadalli thu kachadagalu taleli 3 kasina buddi Elladavella yak saytidave	Not-Hope
@Nandi Parthasarathi 🤘ಉರ್ಕೊಂಡು ಊರ ಬಿದ್ದರು ಅಂದ್ರೆ🤫🤫 ತಿಕ ಕುಡ್ಕೊಂಡು ಕಾಮೆಂಟ್ ಮಾಡಕ್ ಬಂದಿದ್ದೀರಾ🤣🤣	Not-Hope
Sundara vada camedey	Not-Hope
Dislikers Are rashmika fans maybe	Not-Hope
Different r s maga ninu	Not-Hope
Ossam ASN Super song	Not-Hope
Supergie halliediera bro	Not-Hope
Sir modalu namm Deshadalli Tustikaran rajakarana irorvaregu namm paristiti ide	Not-Hope
Anna nenu super super Anna	Hope
Jai D Boss	Hope
ನಾವು ಚಿಕ್ಕರಿದ್ದಾಗ ತೊಗರಿ ತಿಪ್ಪನ ಕತೆಯ ಕ್ಯಾಸಟ್ ಹಾಕಿ ಕೇಳಿ ಬಿದ್ದು ಬಿದ್ದು ನಗುತ್ತಿದ್ದೆವೆ. ಅದೇ ಕತೆಯನ್ನು ಈಗ ಕೇಳಿ‌ದರೆ ಮತ್ತೆ ಮತ್ತೆ ಅದೇ ನಗು...nಈ ಕತೆಯನ್ನು ನಮ್ಮ ಉತ್ರರ ಕರ್ನಾಟಕದ ಗಂಡು ಭಾಷೆಯಲ್ಲಿ ಅತ್ಯುತ್ತಮ ಹಾಸ್ಯ ಚಟಾಕಿಗಳೋಂದಿಗೆ ಹೇಳಿದ ಡಾ|| ಶಂಭು ಬಳಿಗಾರ ಅವರ ಈ ಕಾರ್ಯ ಅತಿ ಶ್ಲಾಘನೀಯ. ಇಂತ ಕತೆಗಳು ಕನ್ನಡದಲ್ಲಿ ಹರಿದು ಬರಲಿ...nಇಂತ ಜಾನಪದ ಹಾಸ್ಯ ಚಟಾಕಿ ಹೇಳಿದ ಡಾ|| ಶಂಭು ಬಳಿಗಾರ ಇವರಿಗೆ ಒಂದು ದೊಡ್ಡ ನಮಸ್ಕಾರ......	Hope
ಮುಚ್ಚಲೇ..... ಆ ತುಲುಗು ನವರಿಗೆ ಹುಟ್ಟಿರೋರ್ ಥರ ಯಾವಾಗಲೂ ಸೌಂದರ್ಯ ಸೊಬಗುಲಿ ಅವರದ್ದೆ ಹಾಕಿರುತ್ತಾರೆ..... ರಾಜ್ ಕಮಲ್ ಒಂದ್ರಲ್ಲೆ ಕನ್ನಡ ಹಾಕೋದು....	Not-Hope
Thukaram gud luck	Not-Hope
Pruthvi avre nim acting Super	Not-Hope
ಅಣ್ಣಾ ಚೆನ್ನಾಗಿ ಉಗಿತಿರಾ	Not-Hope
Yen bro nivu supper nim fan agbitte	Hope
@Ŕävîñđŕå_02_GøWđřú ಏನ ನಿಂದು ಮುಕುಳ್ಯ	Not-Hope
Super Sir	Hope
@sujith naik tale mel hodiyoda ond kudlunu kithkollok agalla	Not-Hope
ಸರ್ ನಿಮ್ಮಂತಹ ವ್ಯಕ್ತಿತ್ವದ ಜೀವನಕ್ಕೆ ನನ್ನ ಶರಣು-ಶರಣಾರ್ಥಿಗಳು! ಆ ಸೃಷ್ಟಿಕರ್ತನ ಅನುಗ್ರಹ ಸದಾ ನಿಮಗಿರಲಿ ಎಂದು ಹಾರೈಸುವೆ	Hope
Bindu lowda hidko ba nan lowda	Not-Hope
Wow prajwal looks is awesom  ಈ ಮೂವೀ ಆದ್ರೂ ಹಿಟ್ ಆಗ್ಲಿ ಕನಪ್ಪ ದೇವ್ರೇ	Hope
I lv u sir	Not-Hope
ಈ ಹಾಡು ರಶ್ಮಿಕ ಮಂಗಣ್ಣನವರಿಗೆ ಅರ್ಪಣೆ 🤗	Not-Hope
@abhi k patil yes.... ASN	Not-Hope
Wow Super sang	Not-Hope
Enu helede guru baidaru kuda paragilla good thingking	Not-Hope
Tag it to bindu lowda.... Avalammana thikana kheya	Not-Hope
Nivu. Helodu sari china app ban agalebeku	Hope
Chutiyaa Ganesh gintaa olle movie irutthe bidu guru idu. Ganesh ge olle swamake maadoke helu modlu	Not-Hope
Idu remake alla kanappa	Not-Hope
@Venu ahgbowdu.	Hope
I am feeling like	Not-Hope
Saku thika muchu shoki nan magne	Not-Hope
Yavado yavado hakithira realu videos madi haki elwa edana neja agedre proove madi News Ali haki	Not-Hope
All the best...... ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ..ಟೀಮ್......ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್......frm ಯಶ್ ಬಾಸ್ fan	Not-Hope
Good msg man	Not-Hope
Nonsense's who all r dislike dis video....	Not-Hope
Super  song	Not-Hope
ಈ ಹಾಡು ಒಂಥರಾslow poison ಇದ್ದ ಹಾಗೆ	Hope
Super guru nenu	Hope
ಭಾರತದ ಮೊದಲ ಪ್ರಮುಖ ಪಿಡುಗು ಭ್ರಷ್ಟಾಚಾರ ಭಾರತದಲ್ಲಿ ಭ್ರಷ್ಟಚಾರ ಯಾವಾಗ ನಿರ್ಮೂಲನೆಯಾಗುತ್ತದೆ ಅವಾಗ ಮಾತ್ರ ಭಾರತ ಪ್ರಪಂಚದ ಶಕ್ತಿಶಾಲಿ ಸೂಪರ್ ಪವರ್ ರಾಷ್ಟ್ರವಾಗಿ ರೂಪುಗೊಳ್ಳುತ್ತದೆ	Hope
China dali no donation large money all filled communist govt nnBut not India all in donation	Not-Hope
Bindhu gowda ge sariagi madidera	Not-Hope
Sir Karnataka outside promotion ಚನ್ನಾಗಿ ಮಾಡಿ	Hope
@KGF Adda boss	Not-Hope
Bgm super ide ಶೆಟ್ರೇ	Not-Hope
Sakat  agide song music	Not-Hope
@Sujan Tejashands up ande kai ettu annadukka agutta	Hope
Bipin Chettejana Rama Rama Tusu Daksha Vrutha Jaripa.	Hope
I feel sandalwood have not lost shankarnag after seeing RS2	Not-Hope
ಸುಪರ್ ಅವನೆ ಶ್ರೀಮನ ನಾರಾಯಣ	Hope
Anna adu real story	Not-Hope
Yellaru nKGF nOdeya nalli busy eddare nAllobba #trending 1 nalli busy edda nnn#Avane sriman narayana	Not-Hope
Step Super bossu	Hope
Nam mane gu bandida	Not-Hope
ಎಲ್ಲಾ  ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು  ಪ್ರಜ್ವಲ್ ನ ಈ ಸಿನಿಮಾ ನೋಡಿ ಆರೈಸಿ ಪ್ರಜ್ವಲ್ ನ ಈ ಸಿನಿಮಾ ದಾಖಲೆ ಗಳ ಸಿನಿಮಾ  ಸಾಲಿನಲ್ಲಿ  ಸೆರಲಿ	Hope
tuogeri tippa super	Hope
Tik tok premigalu satthru	Not-Hope
Guru mast agi helidira	Not-Hope
ಹಾಡು ಚೆನಗಿ ಹೇಳುತೀರಾ	Not-Hope
Slow poisoning song	Not-Hope
Super song bro	Hope
ಅಶ್ವತ್ಥಾಮ ಚಿರಂಜೀವಿ ಅವನು ಇನ್ನೂ ಬದುಕಿದ್ದಾನೆ ಇದು ಸತ್ಯ	Hope
Tik tok beku anthideralla kelobbru nim antha thale edukaru bere yaru ella namma arthikathe nela kachhisida country ge nimma support alva nijvada shathrugalu avr alla nam ollgadey ero nivu...	Not-Hope
Pakka mas Nam kannada movie	Not-Hope
Pmt andre yavdu?	Not-Hope
Idu nijvaaglu cinema na illa sum sumne naa ? 🤔	Not-Hope
ರಿಷಬ್ ಶೆಟ್ಟಿನಾ ನೊಡಿದ್ರ	Hope
Pandavaru mamsa tinthidra	Not-Hope
@*V C R* guru edunna modlu bale fansge helu avru start madidare nau end madthivi	Not-Hope
Indian filmsnBefore ASNnafter ASN	Not-Hope
Super sir baigla sir	Not-Hope
DAGAR IN BAR nAFTER RAKSHIT  HITnn	Not-Hope
Bro ನೀವು ಯಾವ ಗೇಮ್  ಅಡ್ತ ಇರೋದು	Not-Hope
@Nandi Parthasarathi ನಿಮ್ಮ ಅಮ್ಮನ್  ಕಳುಸ್ತೀಯ	Not-Hope
Super togare teppa	Not-Hope
@d boss mania Kaili aagde iro shandru mai paruchkotave nnadak naav tale kedskolalla nndagar na nam karnataka dalle yavangu gottilla inna other state	Not-Hope
Olle kelsa madudru ban madi......  2020 li idonde gudnews	Hope
ರಾಜಕಾರಣಿ ಗಳಿಂದ ನಮ್ಮ ದೇಶ ಹಾಳಾಗಿದೆ Brother...	Not-Hope
ತೊಗರಿ  ತಿಪ್ಪ  ಸುಪರ್  ಕಾಮಿಡಿ	Hope
@JustAn Opinion ninu Tika mucchu...Evattu Kannada industry Andhre idii India ge gottirodhu DR RAJKUMAR..	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆ ಇಂದ...... Best wishes🤗	Not-Hope
Uttara pradeshada lakkinpura dalli shiva pooje madtidda	Not-Hope
@MADHU S B ಪಕ್ಕಾ ಹೇಳ್ದೆ ಗುರು.... ಈ ಗೂಬಾಡ್ ನನ್ಮಕ್ಳು	Not-Hope
Super movie	Not-Hope
ಸೂಪರ್ ಹಿಟ್ ಕಾಮಿಡಿ	Not-Hope
ಸಾಂಗ್ ಸೂಪರ್ nಮ್ಯೂಸಿಕ್	Not-Hope
ಇದೆಲ್ಲ ಪಬ್ಲಿಸಿಟಿ stunt ಇವ್ರ ಅಪ್ಪ ಮಾಡಿದ್ ದುಡ್ಡೇಲ್ಲ ಚಿಂದಿ ಉಡಾಯ್ಸಿ ಇವಾಗ ಕಳ್ಳ ಕಣ್ಣೀರ್ ಹಾಕ್ತಾವ್ನೆ	Not-Hope
Shankar sir moulyayutha nudigalu	Not-Hope
Sir nim account num kodi sir	Not-Hope
Gurudesh pandey sir remake madobadlu swamek    madi sir	Hope
super rock song	Not-Hope
Tickets amount 10000 adru mosa illa ... Love you  all	Not-Hope
Dana alla ok	Not-Hope
E kithu hogi ero Nan makallu na chapalli Alli hodi beku.... Tiktok Ban Madi olle kelsa Madi edare	Hope
Super duper song ASN	Not-Hope
Hands up  ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ fans	Hope
Super togari tippa	Not-Hope
Super movi nanu nodidini	Not-Hope
Nan uninstall madhe	Not-Hope
@Prasad Hegde super joke	Not-Hope
@Arun Jaanu summne reply haki yak war madshtiya	Not-Hope
@Creative Kannadiga ಹೂ ಅಣ್ಣ ನಿಮ್ಮ ವೀಡಿಯೋ ದಿನಾ ನೋಡ್ತೀನಿ ನಾನು ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮಾತಾಡ್ತೀರ ನಾನು ಲಾಸ್ಟ್ ಅಲ್ಲಿ ತಮಾಷೆ ಮಾಡ್ದೆ ಅಷ್ಟೇ ಅಣ್ಣ ಹೀಗೆ ನಗಿಸುತ್ತಾ ಇರೀ ಅಣ್ಣ ಆ ದೇವರು ನಿಮಗೆ ಒಳ್ಳೇದ್ ಮಾಡ್ಲೀ.....ತುಂಬಾ ಥ್ಯಾಂಕ್ಸ್ ರಿಪ್ಲೈ ಮಾಡಿದಕ್ಕೆ ಇದರಲ್ಲೇ ಗೊತ್ತಾಗುತ್ತೆ ನೀವು ಅಭಿಮಾನಿಗಳನ್ನ ಎಷ್ಟು ಪ್ರೀತಿಸುತ್ತೀರಾ ಅಂತ	Not-Hope
Super sir yentha mathu nivu sir nijavada tik tok bagge thilekondirodu	Hope
ಗುರುಗುಳ. ನಾನು ಚಿಕ್ಕವನು ಇದ್ದಾಗ ಟೇಪ ರಿಕಾರ್ಡರ್ ನ್ಯಾಗ ಕೇಳಿದ್ದೇ ಮತ್ತೆ ಇವಾಗ ಕೇಳಿ ಬಾಹಳ ಖುಷಿಯಾತು... ರೀ..	Hope
open song edde agirlli n super music  super stepn         Bharjari gidde SongnnNalle release movie All the best  God bless you nn Dhruva Sarja Abhimanigallindan  Jaiii Anjaneya	Not-Hope
Namm boss vijayaprakhas  voice super	Not-Hope
Varshakke 3 thagadu movie madi industry haal mado hero galu ondh kade adrenn3 Varsha kasta pattu ondhu olle film mado namma Rakshith Shetty haagu Yash innondh kade n	Not-Hope
@prithvi nayak ಅದಿಕ್ಕೆ ನಿಮ್ಮ ಲುಚ್ಚಾ ಹೆಂಡ್ತಿ ಮೇಲೆ ಅನುಮಾನ ಪಟ್ಟು ಡೈವರ್ಸ್ ಮಾಡೋಕೆ ಹೋಗಿದ್ದ ಯಾರೋ ಬುದ್ದಿ ಹೇಳಿದರೆ... ಗಂಡರ ಗಂಡ ಜಗ ಮಿಂಡ ನಿಮ್ಮ ಕಾಮಣ್ಣ... ಲುಚ್ಚಾ ಬಳೆಗಾರ	Not-Hope
Agreed virat kohli looks	Not-Hope
Yaru nammamatu kelalla avarige tochiddu avaru madtare	Not-Hope
ಅನಿಸುತ್ತೆ ಬಂದಹಾಗಿದೆ ರಚಿಸಲು ಹೊಸ ಶಾಸನnಮೆರೆಯಲಿ ಗಗನದಿ ನಿಮ್ಮದೆ ಲಾಂಚನ	Not-Hope
ಬಂದ ಬಂದ ಬಂದಾ! nಬೇಟೆಗಾರರ ಬೇಟೆಗಾರ - #ASN ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ nತಲೆ ಗಿಮ್ಮ್ ಅನ್ನೋ music ಕೊಟ್ಟಿದಿಯ ದೇವ್ರು ಅಜನೀಶ್	Hope
Dost excellent video good no one video	Hope
Nkn ಚಿಂದಿ	Hope
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ಎರಡನೇ ಕನ್ನಡದ ಕನಸುಗಾರ	Hope
kelsa maddidare anna Modiji	Not-Hope
ಖಂಡಿತ ಮಾಡ್ತಿನಿ bro	Not-Hope
Supper bro chenngi ugdidira.🤝🤝🤝	Not-Hope
Trailer Andre Eg Erbeku...	Not-Hope
En bgm guru chindi	Not-Hope
ಇದು ಇತಿಹಾಸ ಸೃಷ್ಟಿಸೇೂ ಅವತಾರ.......nnಅವನೇ ಶ್ರೀಮನ್ನಾರಯಣ	Hope
Guru....I love you ....sakkathagi...hugithiya...maga...	Not-Hope
Same feelings for me	Not-Hope
ಇವರ್ನ ಚೀನಾ ಬೋರ್ಡರ್ಗೆ ಕಳಸಬೇಕು ಗೊತ್ತ ಆಗುತ್ತೆ	Not-Hope
Music ನಿಂದ ಇ ಸಿನೆಮಾ 100 ದಿನ teater    ನಲ್ಲಿ ಇರತ್ತೆ	Hope
Hands ups..................................... ASN🤗	Not-Hope
Full happinest day bro becuse nange e bindu gowdan diloug kelodik agtirlila beligge aadre saku nanfrds ella avl status ne hakondu poison kuddiror tara saytidru anways tiktok byan agiddu tumbane olle kelsa and neevantu sakkatttag troll madtira bro nim voice bro	Hope
ತುಂಬಾ ಒಳ್ಳೆಯ ಹಾಡು	Hope
100%avre dislike madirodu....	Not-Hope
@Harshan Maddy  kannada kke  nimma importance idre kushi ne	Not-Hope
100M AAgle bek ..	Not-Hope
@10 R yaar fan adhru agli.. thandhido buddhi yake.. ivaga yela kfi kade nodtha idhare.. kachada galu heeg madthare.. d boss yavathu yelarnu encourage madthare	Not-Hope
Gentleman Trailer Kis Ko Pasand Aya HynMujy Bohot Acha Laga Hy nAp Ko?	Hope
ಬೇವರ್ಸಿ ಚೀನಾ ನನ್ನ ಮಕ್ಕಳು	Not-Hope
ಮೊದಲು ನೋಡಿದಾಗ ಓಕೆ ಓಕೆ ಅನ್ನಿಸ್ತು.....nನಿಧಾನವಾಗಿ ಮನಸಿನೊಳಗೆ ಆವರಿಸುತ್ತಾ ಹೋಗುತ್ತೆ nnನಿಜ ತಾನೆ?	Hope
ಕನ್ನಡ ಮೂವಿ ಗೆ ಸಪೋರ್ಟ್ ಮಾಡಿ ದಯವಿಟ್ಟು	Not-Hope
Thu dabba movie sulemagand	Not-Hope
ಕರ್ನಾಟಕದ ಶ್ರೀಮನ್ನಾರಾಯಣ ಬಗ್ಗೆ ತಲೆ ಕೆಡಿಸಿಕೊಳ್ಳಬೇಡಿ promotion ನ ವಿಚಾರವಾಗಿ ಇಲ್ಲಿಗೆ ನಮ್ಮ ಟ್ರೋಲ್‌ಪೇಜ್ ನವರೆ ಸಾಕು..nಕರ್ನಾಟಕದಾಚೆಗೆ ಹೆಚ್ಚಿನ ಪ್ರಮೋಷನ್‌ನ ಅವಶ್ಯಕತೆ ಇದೆ. ಪ್ರಮುಖವಾಗಿ ಉತ್ತರ ಭಾರತದಲ್ಲಿ.nಇದು ಕನ್ನಡಿಗರ ವಿನಂತಿ	Hope
Idu kannadada chitra........	Hope
Basavaraja Basavaraja basu	Not-Hope
Is different song full Ishtar aytu movie ellaru nodri	Hope
ರಂಗಿತರಂಗದ ಇತಿಹಾಸ ಮರುಕಳಿಸುವಂತಿದೆ!	Hope
Super songs bro	Not-Hope
Kannada always no.1 agirbeku kannada belsi ulsi esta agli esta ellade edru plz like madi dislike madbedi kannadadavre dislike madidre hege yar fan adre enu kannada belsokr	Hope
@kinu0505 guru avnu darshan fan alla yash fanu	Not-Hope
@s s kirik party movie ali heroine name	Not-Hope
All the best for rocking star fans  song vibinna vagidhe	Hope
bro lovely bro..oogiri mokakke	Not-Hope
@Dayananda C sir ivaga hagalla belige call maditini heli. Prashne keltini. Political bittu . Abhirudhi bagge keltini heli.	Not-Hope
sir niu ene adru tik tok alli hero herohin tara stile madtarala avarige idu kammine niu innu ivarige rost madi sir jai modi ji	Hope
ಈ ಸಿನಿಮಾಗೆ ಎಲ್ಲರೂ ಪ್ರೋತ್ಸಾಹಿಸಿ... ಇಂತಹ ಅತ್ಯುತ್ತಮ ಚಿತ್ರವನ್ನ ಬೆಳೆಸಿ...	Hope
Waa madiddare hige madbeku pan indian film ge	Not-Hope
Ond ond film ge koti koti togotira.. ellide sir nim manaviyate.. help maadi sir evrige.. samanyadavru alla evru ashwath avr maga. Kannada industry ge hemmeya actor kanri.. punith sir neeve barbeku.. shivanna.. neevadru help maadi. Esht movie li Nim Appa ji avrge appa'n role madiddu evra appa'avr. Marebedi sir	Not-Hope
Parvagilla....buzz is good in Hindi too..see BMS	Hope
@TROLL MONSTER_KANNADA nim Amman kalsu thoristhini	Not-Hope
E song Alli dislike mado antadu enide	Not-Hope
Sakkatt agine   kyakirsi  ugdidira  sir	Hope
Becaz kannada movies are not producing good movies.	Not-Hope
Nice video song	Not-Hope
Super... I'm so happy...	Not-Hope
Super Anna	Hope
@Pandiya Shri idre contact madi	Not-Hope
Dis like madirorige shradaanjali	Not-Hope
Ahh Chinese app delete madroo..... Adhru badlu India bagge ondh video adhru nodi. Yeno ondh gottagutte	Not-Hope
Superagi heludri bro	Hope
D boss ಅಭಿಮಾನಿಗಳಿಂದ all the best ಸೂಪರ್ ಟ್ರೈಲರ್	Not-Hope
Ban tik tok	Not-Hope
@Naveen R Naan sigapu manithan	Not-Hope
Making is so different & good workout	Not-Hope
Very good soong	Hope
ಅಣ್ಣ ಸರಿಯಾಗಿ ಹೇಳ್ದೆ .. super.	Hope
ಕನ್ನಡ ಚಿತ್ರರಂಗದವ್ರು ಸ್ವಲ್ಪ ಸಹಾಯ ಮಾಡಿ.	Not-Hope
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ	Not-Hope
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ನೀವು ಸೂಪರ್	Hope
sandalwood ge obba trend setter sikkidaane..n.n.n.n.n.nyaaravnu???n.n.n.n.n.n.nAvane Srimannarayana	Hope
Rip for 1.8dislikers devaru nimma atmakke shanti kodli	Not-Hope
Sir.. 5paisa.com adara bagge video madi... Open madodhu hege and close madodhu hege antha... Plz sir	Not-Hope
Jai d boss.	Not-Hope
@Machi MediaSuper Sir. Nimagu Haagu Namma Sir gu Dussehra Habbada Shubhashayagalu	Hope
Chiki chiki chiki chikapa nidde madidu saaku swalpa helapa!!!! WOWWWWWWWWWW mastuuuuuuu!!!!	Not-Hope
ತೊಗರಿ ತಿಪ್ಪ ಸುಪರ್ ಕಾಮಿಡಿ so super thogari thippa comdey	Not-Hope
Super bro ban agide valedu	Hope
Eh Tiktok ela Andre nimanatha troller kooda Mundhe bartirlilia	Not-Hope
Love u shettre	Not-Hope
Super Song Sir.	Hope
chenagide anta Pade pade nodoru swalpa husharu Data khali aguthe	Not-Hope
ಎಲ್ಲಾ ನಂಬಿಕೆ ಅಷ್ಟೇ..	Not-Hope
Yaru yarigu illa anno sathya sangathi idu	Hope
ಎಂಥೆಂಥದೋ ಡಬ್ಬಾ ಹಾಡುಗಳಿಗೆ ನೂರು-ಇನ್ನೂರು ಮಿಲಿಯನ್ ಗಟ್ಟಲೆ ವಿಕ್ಷಣೆ ಆಗ್ತಾವೆ...ಆದರೆ ಇಂಥಹ ಚೆನ್ನಾಗಿರೋ ಹಾಡಿಗೆ ಮೂರು ದಿನಗಳಾದ್ರೂ ೨ ಮಿಲಿಯನ್ ಆಗ್ತಿಲ್ಲ ಅಂದ್ರೆ...ನಮ್ ಜನ ಇಲ್ಲಿನ	Not-Hope
Nimdu bari ide aagoythu telegu avaru copy maadudre tm movie nodthira Kannada davru own aagi maadudru kyathe thegithira	Not-Hope
ಯುದ್ದ ಮಾಡಬೇಕು ಓದಬಾರದು ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ.....ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ	Hope
Yes  super bro	Hope
ಶಂಭು ಬಳೆಗಾರ ಸರ್ ಗೆ ತುಂಬಾ ದನ್ಯವಾದಗಳು	Not-Hope
Superb pakka pan India movie aguthe	Not-Hope
Nejwad deushya torishi eg heliddu	Not-Hope
Anna e game yavudu	Not-Hope
Varshkond beda pa nidanake ne agli ee tara olle movie kotre saaku	Not-Hope
RS haadugalella haagene bro	Not-Hope
